id;nombre;descripcion;precio;categoria;imagen_url;stock;fecha_creacion
4013.0;Oso de Peluche;Edición limitada;61745.0;peluche;https://sorprendeme.com/img/peluche/105.jpg;173;26-01-2024
521.0;Oso de Peluche;Producto especial;46388.0;peluche;https://sorprendeme.com/img/peluche/239.jpg;129;08/27/2025
3612.0;Conejo Gigante;;212404.0;peluche;https://sorprendeme.com/img/peluche/829.jpg;1;10/27/2025
;Canasta Especial;Edición limitada;335666.0;ancheta;https://sorprendeme.com/img/ancheta/345.jpg;26;14-12-2024
-1.0;Girasoles;;194636.0;flores;https://sorprendeme.com/img/flores/997.jpg;96;10-09-2025
1140.0;Panda Suave;Producto especial;236523.0;peluche;https://sorprendeme.com/img/peluche/792.jpg;74;14/08/2025
7429.0;Ancheta Romántica;Más vendido;69489.0;ancheta;https://sorprendeme.com/img/ancheta/364.jpg;53;24-01-2025
8752.0;Oso de Peluche;Edición limitada;69740.0;peluche;https://sorprendeme.com/img/peluche/389.jpg;69;15/09/2025
917.0;Conejo Gigante;Edición limitada;290304.0;Peluche;https://sorprendeme.com/img/peluche/825.jpg;80;02-12-2025
3484.0;Caja de Amor;;147537.0;Ancheta;https://sorprendeme.com/img/ancheta/937.jpg;164;03-08-2025
9578.0;BOUQUET MIXTO;;315771.0;flores;https://sorprendeme.com/img/flores/409.jpg;92;09-09-2024
1797.0;Canasta Especial;Edición limitada;225194.0;Ancheta;https://sorprendeme.com/img/ancheta/812.jpg;174;2024-04-03
8670.0;Canasta Especial;Más vendido;340311.0;ancheta;https://sorprendeme.com/img/ancheta/882.jpg;2;01/25/2025
1828.0;Ancheta Premium;Más vendido;160646.0;ancheta;https://sorprendeme.com/img/ancheta/465.jpg;0;18-10-2025
8318.0;Panda Suave;Producto especial;306624.0;Peluche;https://sorprendeme.com/img/peluche/306.jpg;163;27/05/2025
8838.0;CAJA DE AMOR;Producto especial;215646.0;ancheta;https://sorprendeme.com/img/ancheta/501.jpg;4;17/01/2025
3947.0;Girasoles;Producto especial;43694.0;flores;https://sorprendeme.com/img/flores/498.jpg;17;2024-09-02
9008.0;Conejo Gigante;Edición limitada;103794.0;Peluche;https://sorprendeme.com/img/peluche/894.jpg;155;05/11/2024
6538.0;CAJA DE AMOR;Más vendido;161764.0;ancheta;https://sorprendeme.com/img/ancheta/530.jpg;115;31-12-2025
9639.0;Ancheta Romántica;Edición limitada;212127.0;ancheta;https://sorprendeme.com/img/ancheta/8.jpg;18;2024-12-12
5414.0;Caja de Amor;Producto especial;187242.0;Ancheta;https://sorprendeme.com/img/ancheta/286.jpg;171;2024-03-10
-1.0;Conejo Gigante;;285511.0;peluche;https://sorprendeme.com/img/peluche/195.jpg;24;08/07/2025
888.0;Liliums Blancos;Producto especial;35305.0;flores;https://sorprendeme.com/img/flores/746.jpg;86;02/24/2025
8787.0;Caja de Amor;;61961.0;Ancheta;https://sorprendeme.com/img/ancheta/188.jpg;71;15/07/2024
829.0;Canasta Especial;Producto especial;339614.0;ancheta;https://sorprendeme.com/img/ancheta/949.jpg;192;2025-07-17
-1.0;Canasta Especial;;317318.0;ancheta;https://sorprendeme.com/img/ancheta/169.jpg;97;05/12/2025
9106.0;Liliums Blancos;;66857.0;flores;https://sorprendeme.com/img/flores/304.jpg;55;10/19/2024
822.0;OSO DE PELUCHE;;183455.0;peluche;https://sorprendeme.com/img/peluche/874.jpg;135;2024-11-17
9750.0;OSO DE PELUCHE;Producto especial;241196.0;peluche;https://sorprendeme.com/img/peluche/241.jpg;103;2024-07-09
1344.0;Conejo Gigante;;235220.0;Peluche;https://sorprendeme.com/img/peluche/579.jpg;133;2025-08-15
3911.0;BOUQUET MIXTO;Más vendido;147588.0;flores;https://sorprendeme.com/img/flores/688.jpg;165;16-11-2025
9225.0;ROSAS ROJAS;Producto especial;39542.0;flores;https://sorprendeme.com/img/flores/219.jpg;129;01/10/2024
4670.0;Rosas Rojas;Edición limitada;161792.0;Flores;https://sorprendeme.com/img/flores/557.jpg;180;07-09-2024
1698.0;Oso de Peluche;Edición limitada;103596.0;peluche;https://sorprendeme.com/img/peluche/912.jpg;27;14-11-2025
5618.0;Ancheta Premium;Edición limitada;245312.0;Ancheta;https://sorprendeme.com/img/ancheta/874.jpg;67;15/10/2024
4534.0;Rosas Rojas;Producto especial;16188.0;flores;https://sorprendeme.com/img/flores/790.jpg;33;04/04/2024
9190.0;Bouquet Mixto;Producto especial;52478.0;flores;https://sorprendeme.com/img/flores/968.jpg;176;03/28/2025
7042.0;Oso de Peluche;Edición limitada;29013.0;peluche;https://sorprendeme.com/img/peluche/374.jpg;10;13/01/2025
5795.0;Caja de Amor;;341235.0;ancheta;https://sorprendeme.com/img/ancheta/768.jpg;39;2025-11-13
407.0;Caja de Amor;Edición limitada;261749.0;ancheta;https://sorprendeme.com/img/ancheta/341.jpg;200;06/30/2024
1772.0;CONEJO GIGANTE;;307176.0;peluche;https://sorprendeme.com/img/peluche/880.jpg;120;30/09/2024
3653.0;GIRASOLES;Producto especial;236111.0;flores;https://sorprendeme.com/img/flores/409.jpg;84;08/11/2024
8786.0;ANCHETA PREMIUM;Más vendido;329644.0;ancheta;https://sorprendeme.com/img/ancheta/119.jpg;66;12/25/2024
5664.0;Rosas Rojas;Más vendido;161192.0;Flores;https://sorprendeme.com/img/flores/524.jpg;29;04/21/2024
7145.0;Conejo Gigante;Producto especial;189173.0;peluche;https://sorprendeme.com/img/peluche/826.jpg;137;2024-09-17
1147.0;Conejo Gigante;Más vendido;223757.0;peluche;https://sorprendeme.com/img/peluche/680.jpg;31;01/07/2025
5345.0;GIRASOLES;;248565.0;flores;https://sorprendeme.com/img/flores/568.jpg;32;11/13/2025
9325.0;Unicornio;Más vendido;151035.0;Peluche;https://sorprendeme.com/img/peluche/854.jpg;0;24/11/2025
7619.0;Canasta Especial;;163124.0;Ancheta;https://sorprendeme.com/img/ancheta/219.jpg;130;16-08-2025
4650.0;CONEJO GIGANTE;Más vendido;46285.0;peluche;https://sorprendeme.com/img/peluche/975.jpg;192;2025-11-05
401.0;Bouquet Mixto;Producto especial;97022.0;flores;https://sorprendeme.com/img/flores/487.jpg;156;22/07/2024
6292.0;Canasta Especial;;148884.0;ancheta;https://sorprendeme.com/img/ancheta/152.jpg;167;28/02/2025
8487.0;Canasta Especial;;31823.0;Ancheta;https://sorprendeme.com/img/ancheta/256.jpg;31;12/08/2024
8977.0;Girasoles;;315565.0;Flores;https://sorprendeme.com/img/flores/762.jpg;121;03/29/2025
3920.0;ANCHETA PREMIUM;Más vendido;162357.0;ancheta;https://sorprendeme.com/img/ancheta/731.jpg;73;06/17/2025
2268.0;Girasoles;Edición limitada;92473.0;flores;https://sorprendeme.com/img/flores/711.jpg;39;2025-07-07
8891.0;Canasta Especial;;154284.0;Ancheta;https://sorprendeme.com/img/ancheta/212.jpg;107;21-02-2025
7815.0;Oso de Peluche;Producto especial;330818.0;Peluche;https://sorprendeme.com/img/peluche/306.jpg;192;08/12/2025
4472.0;Bouquet Mixto;;177690.0;flores;https://sorprendeme.com/img/flores/399.jpg;86;14/05/2025
8752.0;Bouquet Mixto;Producto especial;318821.0;flores;https://sorprendeme.com/img/flores/607.jpg;144;23/04/2025
2978.0;Canasta Especial;Producto especial;102152.0;Ancheta;https://sorprendeme.com/img/ancheta/336.jpg;54;05/18/2024
-1.0;Liliums Blancos;Producto especial;172553.0;flores;https://sorprendeme.com/img/flores/768.jpg;138;10/11/2024
509.0;ANCHETA ROMÁNTICA;Edición limitada;81786.0;ancheta;https://sorprendeme.com/img/ancheta/21.jpg;159;2025-10-29
9241.0;Canasta Especial;Edición limitada;170786.0;Ancheta;https://sorprendeme.com/img/ancheta/263.jpg;196;2025-11-16
1772.0;Oso de Peluche;Producto especial;326177.0;peluche;https://sorprendeme.com/img/peluche/590.jpg;173;16-06-2024
