id;nombre;descripcion;precio;categoria;imagen_url;stock;fecha_creacion
4507;Peluche Lucifer;"Qui doloribus consequuntur. Perspiciatis tempora assumenda in.
Dolor magnam ad dicta.";61745.21;peluche;https://sorprendeme.com/img/peluche/4507.jpg;26;2025-06-03
4507;Conejo Grande;Nulla similique neque provident aliquid dolorem enim aspernatur. Sint fugit iste rerum cum.;216676.27;peluche;https://sorprendeme.com/img/peluche/4507.jpg;143;11/09/2024
3612;panda pequeño;Voluptatum minus voluptas similique accusamus quam placeat modi. Quisquam excepturi eos culpa a. Voluptas quis magni autem numquam.;108193.89;peluche;https://sorprendeme.com/img/peluche/3612.jpg;1;25/12/2025
3528;CONEJO GRANDE;Quisquam consectetur labore mollitia eaque sit incidunt. Ut quidem porro quae id.;127759.17;peluche;https://sorprendeme.com/img/peluche/3528.jpg;23;08/26/2024
712;ANCHETA TERMO GYM;Omnis explicabo illum sint. Perferendis voluptates atque.;194636.41;ancheta;https://sorprendeme.com/img/ancheta/712.jpg;96;2024-08-08
5926;conejo grande;Laboriosam sint temporibus cum a hic unde. Eligendi possimus quas quos optio laborum deleniti. Voluptas neque molestiae quibusdam animi.;251031.57;peluche;https://sorprendeme.com/img/peluche/5926.jpg;11;22/03/2025
6228;Ramo de Rosas;Ab numquam natus aut. Distinctio eaque ut sunt sunt fuga culpa. Provident nostrum voluptates omnis ab repellendus error.;227954.29;flores;https://sorprendeme.com/img/flores/6228.jpg;93;15/04/2025
1170;Bouquet con Girasoles;"At incidunt eius. Ex consectetur voluptatem.
Mollitia incidunt ab asperiores sunt temporibus. Alias fuga mollitia inventore aliquam facilis ut.";72331.45;flores;https://sorprendeme.com/img/flores/1170.jpg;186;27/07/2025
9126;ANCHETA TERMO GYM;Sint voluptate repellat sunt ad. Quos illum pariatur quasi dolorum culpa.;123634.72;ancheta;https://sorprendeme.com/img/ancheta/9126.jpg;196;2025-11-22
1085;ANCHETA ROMÁNTICA;Odit id voluptatem modi vel beatae. Debitis vitae eaque autem ipsa.;330874.75;ancheta;https://sorprendeme.com/img/ancheta/1085.jpg;183;19-01-2026
7518;ANCHETA CON PELUCHE Y FRUTAS;;61776.16;ancheta;https://sorprendeme.com/img/ancheta/7518.jpg;190;06-07-2024
6544;PANDA PEQUEÑO;"Est illum illo eos consectetur in velit. Nulla error molestias a.
Inventore neque omnis iure ipsam. Maiores recusandae vero quasi omnis.";349104.14;peluche;https://sorprendeme.com/img/peluche/6544.jpg;35;05/27/2024
2622;Ancheta Romántica;Suscipit nemo quaerat fugit id corporis. Tempora similique suscipit. Dolor rem possimus iure nam totam.;156423.59;ancheta;https://sorprendeme.com/img/ancheta/2622.jpg;16;01/13/2026
9065;RAMO SENCILLO;Laborum dolores ipsam quae doloremque excepturi tempora. Consequuntur doloremque possimus provident.;18846.14;flores;https://sorprendeme.com/img/flores/9065.jpg;184;2026-02-22
5574;PANDA PEQUEÑO;;160646.36;peluche;https://sorprendeme.com/img/peluche/5574.jpg;116;2026-01-10
2928;PANDA PEQUEÑO;Quibusdam molestias nobis dolore dolor ipsa adipisci. Pariatur reiciendis quam saepe ullam voluptatem. Ad hic natus ad odit consequatur iure.;50647.63;peluche;https://sorprendeme.com/img/peluche/2928.jpg;160;06-11-2025
6127;panda pequeño;Rerum iusto quibusdam amet veritatis. Officiis quos officiis quidem veniam. Saepe numquam dolores labore beatae.;195691.98;peluche;https://sorprendeme.com/img/peluche/6127.jpg;199;2025-02-03
6544;CONEJO GRANDE;Nihil rerum doloribus possimus. Sed nobis commodi voluptates quos.;293607.95;peluche;https://sorprendeme.com/img/peluche/6544.jpg;78;05/07/2025
1404;ancheta romántica;Sequi rerum assumenda sunt doloribus iure. Pariatur excepturi laudantium eveniet laborum explicabo ea eius.;288367.79;ancheta;https://sorprendeme.com/img/ancheta/1404.jpg;194;22/05/2025
2706;ANCHETA CON PELUCHE Y FRUTAS;Dolor laborum quam voluptate minima. Voluptatem rerum eos facere esse.;307265.07;ancheta;https://sorprendeme.com/img/ancheta/2706.jpg;108;07/04/2025
5108;panda pequeño;Id asperiores occaecati amet. Repellat veniam assumenda dolorum.;240015.13;peluche;https://sorprendeme.com/img/peluche/5108.jpg;95;03/16/2025
1050;Conejo Grande;Ex pariatur similique ex possimus enim. Repellendus mollitia iste et eum voluptas. Sint repudiandae a sit iure amet.;212083.42;peluche;https://sorprendeme.com/img/peluche/1050.jpg;58;14/01/2026
3751;ancheta romántica;;25523.34;ancheta;https://sorprendeme.com/img/ancheta/3751.jpg;84;2026-03-11
3511;PELUCHE LUCIFER;Veniam officia culpa ut eos provident impedit. Voluptatem doloribus mollitia fugit ullam magni sunt.;257323.11;peluche;https://sorprendeme.com/img/peluche/3511.jpg;146;08/26/2025
1589;ANCHETA TERMO GYM;Ipsum laborum ex quis. Iste eum deleniti possimus nemo doloremque. Aliquam quia provident repellat harum optio.;133689.68;ancheta;https://sorprendeme.com/img/ancheta/1589.jpg;105;07/29/2025
1613;peluche lucifer;;258951.55;peluche;https://sorprendeme.com/img/peluche/1613.jpg;27;21/09/2025
6913;ancheta romántica;;169980.4;ancheta;https://sorprendeme.com/img/ancheta/6913.jpg;19;02/03/2025
8857;Peluche Lucifer;Sequi similique fugit et quaerat quis. Alias architecto occaecati ullam voluptatum quia inventore.;339613.75;peluche;https://sorprendeme.com/img/peluche/8857.jpg;192;14/06/2025
6571;ANCHETA TERMO GYM;Cupiditate non fugit placeat. Totam corporis itaque ducimus ducimus ab rem.;70153.44;ancheta;https://sorprendeme.com/img/ancheta/6571.jpg;0;06/21/2025
9106;BOUQUET CON GIRASOLES;"Accusantium rerum id ab sint. Tenetur quia rerum.
Non explicabo odio numquam perspiciatis. Occaecati temporibus officia est.";178034.92;flores;https://sorprendeme.com/img/flores/9106.jpg;48;18-12-2025
999;ancheta romántica;Rem iusto asperiores quidem dolorem perspiciatis. Voluptas rem facilis ratione accusamus modi.;34150.37;ancheta;https://sorprendeme.com/img/ancheta/999.jpg;149;06/30/2024
6127;Panda Pequeño;;77251.36;peluche;https://sorprendeme.com/img/peluche/6127.jpg;152;2024-07-18
2928;PELUCHE LUCIFER;"Esse laudantium atque.
Harum fuga veniam possimus. In quia culpa impedit aut laudantium illum. Adipisci fuga ipsam veritatis sequi.";28313.46;peluche;https://sorprendeme.com/img/peluche/2928.jpg;20;12/03/2025
4273;panda pequeño;Architecto quisquam dignissimos dolor sit. Quo ratione nisi eius voluptates voluptates. Dolorum cupiditate optio ad accusamus ratione dolores.;254924.25;peluche;https://sorprendeme.com/img/peluche/4273.jpg;61;06-02-2025
7492;ramo de rosas;Laudantium tenetur asperiores aspernatur. Corporis commodi numquam nesciunt quae fugit nisi eos. Non aut praesentium sequi officiis quisquam quam.;266874.6;flores;https://sorprendeme.com/img/flores/7492.jpg;18;2024-06-06
1201;ramo sencillo;"Atque qui repellat nam nesciunt natus. Pariatur illum sit velit in totam.
Nobis expedita neque distinctio omnis.";184471.37;flores;https://sorprendeme.com/img/flores/1201.jpg;33;13-08-2025
7180;ANCHETA ROMÁNTICA;"Non omnis possimus. Debitis praesentium est. Expedita delectus corporis omnis architecto qui.
Quia dolor in exercitationem.";250685.87;ancheta;https://sorprendeme.com/img/ancheta/7180.jpg;156;2024-11-07
1698;PANDA PEQUEÑO;"Nemo nemo quae in beatae accusantium. Cupiditate veniam itaque porro facere ipsa.
Ipsa id aspernatur sit quia. Ex cumque magni beatae magni.";59987.52;peluche;https://sorprendeme.com/img/peluche/1698.jpg;29;2025-08-04
9910;Panda Pequeño;Nihil explicabo asperiores iure alias. Rerum asperiores sint sequi nostrum magni.;129864.9;peluche;https://sorprendeme.com/img/peluche/9910.jpg;175;08-03-2025
833;CONEJO GRANDE;;156897.88;peluche;https://sorprendeme.com/img/peluche/833.jpg;70;2025-05-13
4292;Ancheta Termo GYM;;163014.9;ancheta;https://sorprendeme.com/img/ancheta/4292.jpg;180;05/12/2025
1085;Peluche Lucifer;Officia incidunt facere facere. Veritatis exercitationem quisquam deleniti. Culpa eos ratione magni.;294589.33;peluche;https://sorprendeme.com/img/peluche/1085.jpg;149;18/06/2025
654;Ramo de Rosas;Quo quod magnam in cum dicta non. Amet laboriosam fuga vel quae. Sed eligendi quis earum temporibus corporis ipsa.;85375.64;flores;https://sorprendeme.com/img/flores/654.jpg;63;2024-07-16
2533;RAMO SENCILLO;Totam iusto rerum quis iusto.;94307.01;flores;https://sorprendeme.com/img/flores/2533.jpg;41;06/05/2025
5443;Ramo de Rosas;Quaerat eos a explicabo necessitatibus. Optio assumenda voluptate architecto. Molestias ratione magni accusantium sit aliquam harum.;152923.91;flores;https://sorprendeme.com/img/flores/5443.jpg;171;14/07/2024
3612;ramo de rosas;Alias dicta ratione suscipit et est id. Labore alias officia enim similique aliquid omnis.;89515.3;flores;https://sorprendeme.com/img/flores/3612.jpg;117;04-06-2024
2622;Ramo de Rosas;Inventore voluptatum debitis eos. Aspernatur optio esse nobis. Cumque ipsam ipsum quas tenetur nostrum.;108332.03;flores;https://sorprendeme.com/img/flores/2622.jpg;17;26-04-2024
8786;ramo sencillo;Quae mollitia enim error culpa quae. Recusandae magni commodi dicta. Dolores laudantium facere nemo.;24246.18;flores;https://sorprendeme.com/img/flores/8786.jpg;66;26/04/2025
8857;Conejo Grande;Maxime esse cum vel. Exercitationem velit tempora sapiente dolorum.;278453.44;peluche;https://sorprendeme.com/img/peluche/8857.jpg;111;2024-09-11
7145;Ramo Sencillo;;325067.68;flores;https://sorprendeme.com/img/flores/7145.jpg;137;17/11/2025
5410;Bouquet con Girasoles;Nulla adipisci suscipit molestias odit error. Rem placeat error asperiores animi. Impedit iure excepturi corporis similique eum.;237234.8;flores;https://sorprendeme.com/img/flores/5410.jpg;31;02-08-2024
6593;conejo grande;Iure soluta libero at hic itaque dolores. Explicabo amet libero sunt omnis iusto modi sed. Consequatur eaque facilis illo aliquid amet.;200728.18;peluche;https://sorprendeme.com/img/peluche/6593.jpg;49;12/16/2025
2852;conejo grande;Provident maxime natus voluptatum. Minima et cupiditate totam exercitationem explicabo quo. Nostrum deleniti doloribus nam dolore.;115818.21;peluche;https://sorprendeme.com/img/peluche/2852.jpg;140;2024-12-25
9503;Bouquet con Girasoles;Aliquam veritatis aspernatur unde omnis. Distinctio repudiandae earum natus earum autem qui.;122953.49;flores;https://sorprendeme.com/img/flores/9503.jpg;113;02/11/2025
2781;peluche lucifer;Officiis quidem enim eligendi animi quisquam officiis. Modi quam vel totam cupiditate. Ut alias saepe ratione.;110068.45;peluche;https://sorprendeme.com/img/peluche/2781.jpg;169;27-04-2025
3263;ancheta romántica;;30481.6;ancheta;https://sorprendeme.com/img/ancheta/3263.jpg;121;2025-03-30
6292;bouquet con girasoles;"Repellat ex quasi officia quaerat. Qui ratione necessitatibus.
Nostrum odit illo incidunt. Assumenda pariatur delectus consequuntur eum dolorum.";96734.79;flores;https://sorprendeme.com/img/flores/6292.jpg;167;2026-02-25
8487;Ancheta Termo GYM;Odit velit facilis dolore. Laboriosam iste voluptates fuga.;201730.94;ancheta;https://sorprendeme.com/img/ancheta/8487.jpg;31;02/28/2026
9158;ancheta termo gym;Repellat iste maiores itaque animi iure rem. Id repellendus quia. Asperiores incidunt praesentium molestiae animi tempora voluptates iusto.;333263.27;ancheta;https://sorprendeme.com/img/ancheta/9158.jpg;113;07/13/2024
7778;Conejo Grande;Debitis modi minus quas. Rerum quidem voluptatem iure quaerat. Minus reprehenderit dolorum expedita eius vel.;266845.22;peluche;https://sorprendeme.com/img/peluche/7778.jpg;163;13-03-2025
7207;conejo grande;;110718.93;peluche;https://sorprendeme.com/img/peluche/7207.jpg;69;09-07-2025
5574;Ramo Sencillo;"Qui illo doloremque dolor sint.
Magnam enim repellendus quasi. Neque quo repellendus dolores soluta voluptates.";66189.76;flores;https://sorprendeme.com/img/flores/5574.jpg;54;2025-04-03
6813;BOUQUET CON GIRASOLES;;294018.54;flores;https://sorprendeme.com/img/flores/6813.jpg;99;2024-10-05
3751;CONEJO GRANDE;Similique corporis iure animi impedit. Nam consequatur doloribus dignissimos officia ullam.;145645.53;peluche;https://sorprendeme.com/img/peluche/3751.jpg;107;07/11/2025
476;RAMO DE ROSAS;"Possimus provident id dolores eum. Fugit modi facere ea maiores. Iure rem quam quis eum dicta est.
Sint qui accusamus mollitia nesciunt quam eos.";239072.66;flores;https://sorprendeme.com/img/flores/476.jpg;103;15/04/2025
6456;ramo de rosas;Voluptatibus vero minima saepe asperiores repellendus aliquid. Impedit sapiente doloremque.;237104.92;flores;https://sorprendeme.com/img/flores/6456.jpg;21;11/09/2024
8857;Ancheta Termo GYM;Repellat perferendis rem tenetur autem atque corrupti.;167324.27;ancheta;https://sorprendeme.com/img/ancheta/8857.jpg;86;04/25/2024
7706;BOUQUET CON GIRASOLES;;195705.38;flores;https://sorprendeme.com/img/flores/7706.jpg;89;12/06/2024
3528;peluche lucifer;Vero nesciunt quibusdam. Ut error natus necessitatibus sed perspiciatis. Ex quidem consequuntur voluptates quam magnam voluptate.;81785.83;peluche;https://sorprendeme.com/img/peluche/3528.jpg;5;07/07/2025
9241;ANCHETA ROMÁNTICA;Adipisci earum voluptatibus laudantium explicabo velit. Delectus nesciunt fugit quo eos doloribus. Aspernatur culpa quae odio.;170786.38;ancheta;https://sorprendeme.com/img/ancheta/9241.jpg;65;01-12-2025
1877;ancheta con peluche y frutas;Accusamus impedit quod quam nam voluptatibus. Nemo cumque fugit consequuntur error. Corporis cumque eius error quos facere velit.;69861.55;ancheta;https://sorprendeme.com/img/ancheta/1877.jpg;79;2025-05-29
6150;PELUCHE LUCIFER;Ad quas velit distinctio reiciendis rerum architecto. Perferendis consequuntur esse dolorum culpa incidunt.;254529.93;peluche;https://sorprendeme.com/img/peluche/6150.jpg;19;20/07/2025
9838;ANCHETA CON PELUCHE Y FRUTAS;"Voluptates perspiciatis id quibusdam vitae inventore ab.
Magni maxime neque nemo ipsum. Iure perspiciatis porro corrupti voluptatum laboriosam.";281736.12;ancheta;https://sorprendeme.com/img/ancheta/9838.jpg;144;2024-05-23
1130;RAMO SENCILLO;"Repellat beatae sed. Perspiciatis cum voluptates doloribus.
Cum nam vero doloremque illo delectus odit. Hic qui sunt ipsum inventore a.";129312.44;flores;https://sorprendeme.com/img/flores/1130.jpg;107;07/08/2025
7533;ANCHETA TERMO GYM;Cumque enim deleniti sapiente nulla sint veritatis. Consequatur repellendus vitae magnam libero placeat impedit.;160888.19;ancheta;https://sorprendeme.com/img/ancheta/7533.jpg;187;24-10-2025
9708;PANDA PEQUEÑO;Soluta adipisci ea similique assumenda. Quod dolores repellat nihil.;300323.91;peluche;https://sorprendeme.com/img/peluche/9708.jpg;22;02-11-2024
